api,inboundDependencyCount,inboundDependents,outboundDependencyCount,outboundDependencies
Service-362,1,"[Service-2357]",1,"[Service-1253]"
Service-363,1,"[Service-18165]",4,"[Service-9097, Service-18603, Service-6555, Service-6829]"
Service-364,0,[],0,[]
Service-365,1,"[Service-13662]",3,"[Service-4453, Service-7443, Service-13043]"
Service-366,2,"[Service-16417, Service-507]",2,"[Service-9891, Service-19128]"
Service-367,3,"[Service-15040, Service-2047, Service-13173]",2,"[Service-13236, Service-2755]"
Service-368,1,"[Service-4510]",1,"[Service-18402]"
Service-369,3,"[Service-5152, Service-10365, Service-10277]",4,"[Service-15040, Service-18851, Service-19142, Service-628]"
Service-370,2,"[Service-9756, Service-17316]",1,"[Service-8905]"
Service-371,4,"[Service-7146, Service-2662, Service-7096, Service-1597]",1,"[Service-11820]"
Service-372,3,"[Service-5187, Service-3422, Service-19563]",4,"[Service-18644, Service-15108, Service-13729, Service-1145]"
Service-373,3,"[Service-1779, Service-16790, Service-11163]",4,"[Service-5857, Service-1900, Service-16677, Service-6142]"
Service-374,1,"[Service-14355]",2,"[Service-9976, Service-5395]"
Service-375,3,"[Service-7311, Service-12931, Service-755]",4,"[Service-6551, Service-14049, Service-2645, Service-18543]"
Service-376,2,"[Service-5400, Service-2729]",1,"[Service-10743]"
Service-377,1,"[Service-5575]",2,"[Service-11797, Service-762]"
Service-378,2,"[Service-12914, Service-17461]",2,"[Service-4521, Service-12927]"
Service-379,3,"[Service-10857, Service-14844, Service-10433]",4,"[Service-9801, Service-1065, Service-17072, Service-19949]"
Service-380,3,"[Service-11938, Service-12065, Service-17503]",0,[]
Service-381,0,[],1,"[Service-3227]"
Service-382,3,"[Service-12291, Service-4684, Service-3814]",3,"[Service-13751, Service-7659, Service-18509]"
Service-383,1,"[Service-16560]",3,"[Service-16143, Service-11448, Service-3964]"
Service-384,1,"[Service-19309]",2,"[Service-19318, Service-813]"
Service-385,2,"[Service-3371, Service-1635]",1,"[Service-10868]"
Service-386,0,[],4,"[Service-11284, Service-967, Service-13065, Service-12206]"
Service-387,1,"[Service-12718]",3,"[Service-4522, Service-656, Service-11674]"
Service-388,3,"[Service-2729, Service-8025, Service-4437]",0,[]
Service-389,2,"[Service-16224, Service-18590]",1,"[Service-2284]"
Service-390,2,"[Service-17318, Service-1331]",2,"[Service-17882, Service-16582]"
Service-391,3,"[Service-7291, Service-18596, Service-5154]",4,"[Service-1443, Service-404, Service-18099, Service-5398]"
Service-392,3,"[Service-18447, Service-18250, Service-9436]",4,"[Service-13686, Service-2875, Service-14399, Service-8015]"
Service-393,0,[],1,"[Service-5145]"
Service-394,1,"[Service-14243]",0,[]
Service-395,1,"[Service-11592]",2,"[Service-18426, Service-13196]"
Service-396,0,[],1,"[Service-12008]"
Service-397,3,"[Service-11295, Service-3599, Service-14260]",1,"[Service-14275]"
Service-398,2,"[Service-17017, Service-18036]",3,"[Service-13523, Service-6553, Service-2977]"
Service-399,3,"[Service-2848, Service-17969, Service-18103]",3,"[Service-1807, Service-13640, Service-11788]"
Service-400,0,[],2,"[Service-12953, Service-11431]"
Service-401,1,"[Service-6592]",3,"[Service-5811, Service-6308, Service-18179]"
Service-402,1,"[Service-7872]",2,"[Service-18073, Service-8777]"
Service-403,1,"[Service-14393]",4,"[Service-13700, Service-3684, Service-12649, Service-17170]"
Service-404,4,"[Service-17256, Service-4666, Service-17924, Service-8725]",3,"[Service-19875, Service-9906, Service-3055]"
Service-405,4,"[Service-8003, Service-3304, Service-10800, Service-1509]",2,"[Service-7865, Service-1158]"
Service-406,3,"[Service-7067, Service-2984, Service-17554]",3,"[Service-10127, Service-6662, Service-11506]"
Service-407,0,[],2,"[Service-7677, Service-13450]"
Service-408,4,"[Service-15311, Service-5025, Service-9708, Service-8497]",4,"[Service-17309, Service-19919, Service-10120, Service-4951]"
Service-409,0,[],0,[]
Service-410,4,"[Service-18662, Service-4073, Service-18126, Service-15285]",3,"[Service-1442, Service-1073, Service-4870]"
Service-411,2,"[Service-1354, Service-19420]",3,"[Service-10707, Service-18945, Service-10030]"
Service-412,0,[],0,[]
Service-413,2,"[Service-15135, Service-1475]",1,"[Service-18912]"
Service-414,0,[],3,"[Service-17323, Service-6675, Service-7156]"
Service-415,2,"[Service-13754, Service-13326]",4,"[Service-8200, Service-19732, Service-17339, Service-3431]"
Service-416,3,"[Service-16822, Service-11942, Service-16670]",0,[]
Service-417,3,"[Service-18109, Service-17904, Service-115]",0,[]
Service-418,0,[],0,[]
Service-419,3,"[Service-8801, Service-5163, Service-8176]",1,"[Service-12604]"
Service-420,3,"[Service-16187, Service-12346, Service-17663]",3,"[Service-18773, Service-1064, Service-12499]"
Service-421,1,"[Service-16185]",0,[]
Service-422,3,"[Service-18349, Service-19348, Service-417]",0,[]
Service-423,1,"[Service-9883]",1,"[Service-11801]"
Service-424,3,"[Service-16152, Service-15386, Service-1448]",0,[]
Service-425,1,"[Service-17979]",4,"[Service-14908, Service-3141, Service-3516, Service-15969]"
Service-426,0,[],2,"[Service-5300, Service-9705]"
Service-427,2,"[Service-6622, Service-17113]",3,"[Service-18544, Service-16326, Service-11199]"
Service-428,2,"[Service-12389, Service-10418]",2,"[Service-16834, Service-8107]"
Service-429,1,"[Service-14031]",0,[]
Service-430,0,[],3,"[Service-14343, Service-12267, Service-19160]"
Service-431,1,"[Service-4091]",0,[]
Service-432,2,"[Service-18164, Service-4762]",2,"[Service-15279, Service-9502]"
Service-433,4,"[Service-18356, Service-4085, Service-4402, Service-15756]",1,"[Service-6211]"
Service-434,0,[],1,"[Service-10883]"
Service-435,4,"[Service-11511, Service-14932, Service-12341, Service-18268]",3,"[Service-14194, Service-14208, Service-2889]"
Service-436,2,"[Service-3631, Service-9459]",0,[]
Service-437,1,"[Service-5405]",3,"[Service-2781, Service-12641, Service-10620]"
Service-438,2,"[Service-1424, Service-11290]",4,"[Service-17358, Service-15921, Service-8202, Service-6358]"
Service-439,1,"[Service-17628]",1,"[Service-4350]"
Service-440,2,"[Service-19345, Service-14425]",4,"[Service-18554, Service-11131, Service-13669, Service-390]"
Service-441,1,"[Service-14425]",2,"[Service-12020, Service-8405]"
Service-442,2,"[Service-6760, Service-5068]",2,"[Service-1574, Service-11743]"
Service-443,2,"[Service-1575, Service-5592]",3,"[Service-1221, Service-13384, Service-10336]"
Service-444,4,"[Service-14460, Service-9161, Service-13341, Service-17943]",3,"[Service-7439, Service-857, Service-7482]"
Service-445,0,[],3,"[Service-10013, Service-17931, Service-4593]"
Service-446,2,"[Service-3904, Service-19343]",3,"[Service-7992, Service-10338, Service-481]"
Service-447,3,"[Service-2718, Service-17333, Service-15696]",0,[]
Service-448,0,[],1,"[Service-14771]"
Service-449,4,"[Service-1505, Service-18804, Service-12132, Service-19455]",2,"[Service-5361, Service-5759]"
Service-450,3,"[Service-7230, Service-3779, Service-1129]",3,"[Service-13396, Service-13681, Service-13954]"
Service-451,2,"[Service-2206, Service-17499]",1,"[Service-19395]"
Service-452,4,"[Service-18771, Service-15481, Service-18158, Service-2210]",4,"[Service-8527, Service-2904, Service-4458, Service-5536]"
Service-453,3,"[Service-10291, Service-17654, Service-2664]",4,"[Service-13560, Service-14859, Service-10728, Service-7633]"
Service-454,0,[],2,"[Service-12078, Service-15322]"
Service-455,2,"[Service-2053, Service-13868]",4,"[Service-3826, Service-7240, Service-7098, Service-4166]"
Service-456,4,"[Service-1381, Service-8471, Service-2663, Service-17263]",2,"[Service-1199, Service-10629]"
Service-457,2,"[Service-8511, Service-8511]",0,[]
Service-458,0,[],1,"[Service-11164]"
Service-459,1,"[Service-11144]",1,"[Service-15125]"
Service-460,0,[],2,"[Service-16696, Service-6712]"
Service-461,1,"[Service-5233]",0,[]
Service-462,4,"[Service-15049, Service-10942, Service-18590, Service-11247]",2,"[Service-2408, Service-3838]"
Service-463,0,[],3,"[Service-8684, Service-17142, Service-6441]"
Service-464,3,"[Service-6381, Service-2064, Service-8159]",0,[]
Service-465,0,[],0,[]
Service-466,4,"[Service-18845, Service-12192, Service-656, Service-12373]",4,"[Service-2645, Service-12942, Service-7106, Service-12279]"
Service-467,4,"[Service-2226, Service-3220, Service-1170, Service-19815]",4,"[Service-1322, Service-18412, Service-10639, Service-17969]"
Service-468,1,"[Service-3347]",2,"[Service-19745, Service-8458]"
Service-469,3,"[Service-4607, Service-15565, Service-8594]",3,"[Service-1899, Service-360, Service-5158]"
Service-470,2,"[Service-5869, Service-5]",2,"[Service-9643, Service-13450]"
Service-471,3,"[Service-1748, Service-9249, Service-15830]",2,"[Service-4855, Service-19097]"
Service-472,1,"[Service-16278]",0,[]
Service-473,1,"[Service-7001]",0,[]
Service-474,0,[],3,"[Service-16900, Service-2591, Service-17905]"
Service-475,4,"[Service-13030, Service-7223, Service-2898, Service-6221]",3,"[Service-14392, Service-9171, Service-14469]"
Service-476,3,"[Service-8724, Service-17893, Service-9412]",2,"[Service-9234, Service-18517]"
Service-477,4,"[Service-8514, Service-2099, Service-15782, Service-7149]",0,[]
Service-478,4,"[Service-11254, Service-14189, Service-4173, Service-15825]",2,"[Service-15405, Service-10760]"
Service-479,2,"[Service-1892, Service-6559]",0,[]
Service-480,2,"[Service-9484, Service-5111]",0,[]
Service-481,3,"[Service-13930, Service-6961, Service-387]",2,"[Service-18171, Service-4160]"
Service-482,2,"[Service-2534, Service-19566]",0,[]
Service-483,4,"[Service-54, Service-11376, Service-17917, Service-7360]",0,[]
Service-484,1,"[Service-18816]",0,[]
Service-485,2,"[Service-2227, Service-13201]",1,"[Service-3794]"
Service-486,0,[],0,[]
Service-487,3,"[Service-2644, Service-17094, Service-8517]",4,"[Service-3960, Service-16344, Service-1661, Service-15890]"
Service-488,0,[],4,"[Service-13115, Service-7069, Service-35, Service-12301]"
Service-489,1,"[Service-1076]",0,[]
Service-490,0,[],3,"[Service-17262, Service-15574, Service-2372]"
Service-491,4,"[Service-5557, Service-9177, Service-12804, Service-11091]",3,"[Service-5837, Service-7705, Service-4046]"
Service-492,4,"[Service-1901, Service-1715, Service-16359, Service-19099]",0,[]
Service-493,1,"[Service-14126]",3,"[Service-1992, Service-8496, Service-3481]"
Service-494,3,"[Service-12166, Service-16273, Service-3527]",1,"[Service-3293]"
Service-495,2,"[Service-12159, Service-18636]",1,"[Service-3374]"
Service-496,3,"[Service-3959, Service-8694, Service-10275]",3,"[Service-7204, Service-7060, Service-4405]"
Service-497,1,"[Service-6473]",4,"[Service-7140, Service-153, Service-16154, Service-5435]"
Service-498,0,[],4,"[Service-17472, Service-7475, Service-9727, Service-11]"
Service-499,2,"[Service-19932, Service-5765]",0,[]
Service-500,4,"[Service-14488, Service-10136, Service-19697, Service-11252]",4,"[Service-5672, Service-16647, Service-3908, Service-18703]"
Service-501,0,[],0,[]
Service-502,1,"[Service-11630]",4,"[Service-4125, Service-1316, Service-4522, Service-6320]"
Service-503,0,[],4,"[Service-14380, Service-4836, Service-17844, Service-11170]"
Service-504,0,[],3,"[Service-2167, Service-8571, Service-10876]"
Service-505,1,"[Service-10904]",2,"[Service-9104, Service-10733]"
Service-506,4,"[Service-10180, Service-149, Service-5681, Service-10236]",3,"[Service-8632, Service-9040, Service-1080]"
Service-507,3,"[Service-8438, Service-4771, Service-16245]",0,[]
Service-508,4,"[Service-560, Service-14953, Service-14966, Service-9383]",2,"[Service-8053, Service-6466]"
Service-509,3,"[Service-2664, Service-10270, Service-10561]",4,"[Service-148, Service-11093, Service-10861, Service-16018]"
Service-510,1,"[Service-18704]",2,"[Service-10185, Service-10984]"
Service-511,2,"[Service-1968, Service-19260]",1,"[Service-12867]"
Service-512,1,"[Service-13406]",4,"[Service-1887, Service-8384, Service-1916, Service-18388]"
Service-513,4,"[Service-17509, Service-7386, Service-6080, Service-6627]",1,"[Service-11052]"
Service-514,1,"[Service-18539]",3,"[Service-15404, Service-19133, Service-1414]"
Service-515,1,"[Service-14157]",1,"[Service-5200]"
Service-516,1,"[Service-14521]",2,"[Service-18921, Service-7449]"
Service-517,0,[],1,"[Service-5147]"
Service-518,3,"[Service-18765, Service-8290, Service-14146]",4,"[Service-5394, Service-3250, Service-6782, Service-3340]"
Service-519,1,"[Service-5875]",2,"[Service-18486, Service-9842]"
Service-520,1,"[Service-18521]",1,"[Service-1331]"
Service-521,1,"[Service-10469]",4,"[Service-9540, Service-14516, Service-2596, Service-10863]"
Service-522,2,"[Service-12970, Service-12785]",4,"[Service-16705, Service-12899, Service-1948, Service-18870]"
Service-523,4,"[Service-1709, Service-8880, Service-11030, Service-463]",2,"[Service-10856, Service-978]"
Service-524,4,"[Service-3664, Service-5199, Service-344, Service-4814]",3,"[Service-4029, Service-1777, Service-9174]"
Service-525,2,"[Service-10265, Service-18063]",4,"[Service-1430, Service-15732, Service-6447, Service-6510]"
Service-526,3,"[Service-4947, Service-7721, Service-1708]",1,"[Service-7450]"
Service-527,4,"[Service-3643, Service-3849, Service-9679, Service-7599]",4,"[Service-4980, Service-18008, Service-19207, Service-10211]"
Service-528,2,"[Service-12345, Service-12344]",2,"[Service-403, Service-162]"
Service-529,1,"[Service-1023]",2,"[Service-14018, Service-19848]"
Service-530,1,"[Service-17394]",1,"[Service-875]"
Service-531,4,"[Service-16177, Service-17321, Service-5010, Service-13213]",2,"[Service-18015, Service-4648]"
Service-532,4,"[Service-11115, Service-19505, Service-11006, Service-7176]",1,"[Service-9118]"
Service-533,0,[],4,"[Service-18226, Service-4725, Service-5457, Service-749]"
Service-534,1,"[Service-9224]",1,"[Service-7877]"
Service-535,2,"[Service-15457, Service-17668]",0,[]
Service-536,1,"[Service-14816]",4,"[Service-4917, Service-15758, Service-15358, Service-2601]"
Service-537,1,"[Service-488]",1,"[Service-10275]"
Service-538,0,[],4,"[Service-17777, Service-6087, Service-5080, Service-17369]"
Service-539,1,"[Service-8501]",3,"[Service-416, Service-11075, Service-10109]"
Service-540,3,"[Service-1074, Service-480, Service-674]",0,[]
Service-541,1,"[Service-8314]",4,"[Service-19538, Service-5624, Service-15775, Service-11367]"
Service-542,4,"[Service-19985, Service-8714, Service-11668, Service-4034]",2,"[Service-5050, Service-8681]"
Service-543,4,"[Service-8441, Service-1840, Service-4853, Service-1155]",1,"[Service-12639]"
Service-544,3,"[Service-5660, Service-12112, Service-8626]",1,"[Service-3635]"
Service-545,2,"[Service-3048, Service-7564]",0,[]
Service-546,0,[],2,"[Service-1968, Service-7342]"
Service-547,0,[],4,"[Service-5778, Service-3009, Service-14047, Service-6448]"
Service-548,4,"[Service-14027, Service-1031, Service-5749, Service-19495]",3,"[Service-14239, Service-7503, Service-12280]"
Service-549,0,[],4,"[Service-17859, Service-15482, Service-5777, Service-13337]"
Service-550,3,"[Service-1824, Service-673, Service-493]",3,"[Service-18837, Service-18610, Service-16077]"
Service-551,0,[],0,[]
Service-552,1,"[Service-9843]",3,"[Service-17680, Service-718, Service-17026]"
Service-553,3,"[Service-8107, Service-12057, Service-4525]",1,"[Service-292]"
Service-554,3,"[Service-18325, Service-8028, Service-18093]",3,"[Service-17997, Service-9792, Service-1975]"
Service-555,0,[],1,"[Service-5453]"
Service-556,1,"[Service-12902]",4,"[Service-18680, Service-916, Service-8524, Service-2397]"
Service-557,2,"[Service-10340, Service-8733]",4,"[Service-9725, Service-10825, Service-9608, Service-11704]"
Service-558,1,"[Service-9326]",3,"[Service-8758, Service-15063, Service-13121]"
Service-559,3,"[Service-18112, Service-1099, Service-12801]",1,"[Service-14579]"
Service-560,3,"[Service-440, Service-12084, Service-16838]",1,"[Service-1231]"
Service-561,4,"[Service-13759, Service-14415, Service-6, Service-6441]",0,[]
Service-562,2,"[Service-7652, Service-12184]",1,"[Service-16227]"
Service-563,1,"[Service-17212]",1,"[Service-4181]"
Service-564,3,"[Service-7067, Service-11875, Service-1129]",2,"[Service-16279, Service-15659]"
Service-565,4,"[Service-16281, Service-13747, Service-14242, Service-8192]",3,"[Service-247, Service-5261, Service-13875]"
Service-566,2,"[Service-19625, Service-8679]",4,"[Service-15074, Service-13270, Service-8746, Service-14229]"
Service-567,4,"[Service-1787, Service-12155, Service-14859, Service-5964]",3,"[Service-13906, Service-12275, Service-8548]"
Service-568,1,"[Service-13227]",1,"[Service-9958]"
Service-569,4,"[Service-17628, Service-10903, Service-1294, Service-12529]",2,"[Service-19271, Service-3198]"
Service-570,3,"[Service-18967, Service-8558, Service-10098]",4,"[Service-19879, Service-11231, Service-6987, Service-16831]"
Service-571,0,[],2,"[Service-6651, Service-6360]"
Service-572,0,[],3,"[Service-14985, Service-1601, Service-5829]"
Service-573,1,"[Service-6065]",0,[]
Service-574,1,"[Service-225]",3,"[Service-9731, Service-5042, Service-6553]"
Service-575,3,"[Service-12548, Service-12555, Service-3587]",1,"[Service-8622]"
